Type,Comment,Predicted Label
multi_line,Copyright (c) 2017 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,The component to show the trace window. It shows the data in the given dataSet.,RELEVANT
multi_line,Creates a new dataSet  @param dataSet   the dataSet to paint @param modelSync lock to access the model,RELEVANT
multi_line,Apply a scaling factor  @param f    the factor @param xPos fixed position,RELEVANT
multi_line,Fits the data to the visible area,RELEVANT
multi_line,@return the data plotter,RELEVANT
multi_line,Sets the scroll bar to use  @param horizontalScrollBar the scroll bar,RELEVANT
multi_line,Copyright (c) 2017 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Observer to create measurement data,RELEVANT
multi_line,Creates a new instance  @param microStep true if gate base logging required @param signals   the signals to log @param maxSize   the maximum number of data points to store,RELEVANT
multi_line,@return the value table,RELEVANT
multi_line,Copyright (c) 2021 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Dialog used to create a test case,RELEVANT
multi_line,Creates a new instance  @param parent       the parent frame @param shapeFactory the shapeFactory used to create the test case component,RELEVANT
multi_line,Copyright (c) 2017 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,More simple to use GridBagConstraints,RELEVANT
multi_line,"Creates a new instance. Position is set to (0,0)",RELEVANT
multi_line,Sets the position  @param x x position @param y y position @return the new created ConstraintsBuilder instance,RELEVANT
multi_line,Sets the position  @param x x position @return the new created ConstraintsBuilder instance,RELEVANT
multi_line,Sets the width  @param x width @return the new created ConstraintsBuilder instance,RELEVANT
multi_line,Sets a dynamic height  @return the new created ConstraintsBuilder instance,RELEVANT
multi_line,Sets a dynamic width  @return the new created ConstraintsBuilder instance,RELEVANT
multi_line,Sets the padding  @param x x padding @param y y padding @return the new created ConstraintsBuilder instance,RELEVANT
multi_line,Sets the fill attribute to BOTH  @return the new created ConstraintsBuilder instance,RELEVANT
multi_line,Sets insets to a border of width b  @param b border width @return the new created ConstraintsBuilder instance,RELEVANT
multi_line,Increases the row. Does not create a new instance!  @return this for chained calls,RELEVANT
single_line,all values have changed!,,RELEVANT
single_line,only one value has changed,,RELEVANT
single_line,do nothing on error,,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Used to edit ROM data fields. Looks like a HEX editor.,RELEVANT
multi_line,Creates a new instance  @param parent         the parent @param dataField      the data to edit @param dataBits       the bit count of the values to edit @param addrBits       the bit count of the adresses @param modelIsRunning true if model is running @param modelSync      used to access the running model @param dataFormat     the integer format to be used,RELEVANT
multi_line,@return the data field,RELEVANT
multi_line,@return true if data is modified,RELEVANT
multi_line,Shows this dialog and attaches it to the given running model  @param label the label of the RAM component @param model the model to use,RELEVANT
multi_line,Called if dialog shows data from running model and model had stopped.,RELEVANT
multi_line,Sets the filename to use  @param fileName the filename,RELEVANT
multi_line,Sets the node if this DataEditor edits a DataField used in a running model.  @param node the node @return this for chained calls,RELEVANT
multi_line,Creates a new Paste handler  @param data  the datastrin give by the systems clipboard @param table the tabel to insert the data to,RELEVANT
multi_line,called to handle the paste action,RELEVANT
single_line,additional input to read the port,,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Graphic card. Essentially a RAM module with an additional input bit which selects the visible bank. So you can use double buffering.,RELEVANT
multi_line,The terminal description,RELEVANT
multi_line,Creates a new Graphics instance  @param attr the attributes,RELEVANT
multi_line,Copyright (c) 2017 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,The LED matrix dialog,RELEVANT
multi_line,Create a new instance  @param parent     the parent frame @param dy         height of matrix @param data       data @param color      the LEDs color @param ledPersist if true the LEDs light up indefinite,RELEVANT
multi_line,Update the graphic  @param colAddr col update @param rowData updated data,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,"Implements a simple graphics card The graphics card behaves like a single port RAM. You can set the size of the graphics in pixels. Every pixel is represented by one byte in the graphics RAM. The RAM is twice als large as needed. So two banks are supported to allow double buffering. The bank, which is shown is selected by an additional input bit.",RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,The component to show the graphics.,RELEVANT
multi_line,Creates a new instance.  @param width  the width in pixels @param height the height in pixels,RELEVANT
multi_line,Updates the graphics window  @param data the data to show @param bank the bank to show,RELEVANT
multi_line,Copyright (c) 2017 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Component to visualize a LED matrix,RELEVANT
multi_line,Create a new instance  @param dy         height of matrix @param data       data @param color      the LEDs color @param ledPersist if true the LEDs light up indefinite,RELEVANT
multi_line,Update the graphic  @param colAddr col update @param rowData updated data,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,The dialog used to show the VGA screen,RELEVANT
multi_line,Creates a new instance of the given size  @param parent the parent window @param title  the window title @param image  the image data,RELEVANT
multi_line,Updates the graphics data,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,The dialog used to show the graphics,RELEVANT
multi_line,Creates a new instance of the given size  @param parent the parent window @param width  width in pixel @param height height in pixel,RELEVANT
multi_line,Updates the graphics data  @param memory the raw data to use @param bank   the bank to show,RELEVANT
multi_line,Copyright (c) 2017 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,LED-Matrix,RELEVANT
multi_line,the LED-Matrix description,RELEVANT
multi_line,create a new instance  @param attr the attributes of the element,RELEVANT
multi_line,Copyright (c) 2019 Helmut Neemann. Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,"If added to a window, the focus is transferred to the given window. <p> Should be attached to dialogs which offer no user interaction at all. In other words, all windows that exclusively display something. As soon as there are menus, buttons or similar, this listener should no longer be used.",RELEVANT
multi_line,Adds the listener to the given child dialog and moves the focus to the given parent  @param child  the child dialog @param parent the parent window,RELEVANT
single_line,positive;,,RELEVANT
single_line,negative,,RELEVANT
single_line,CHECKSTYLE.OFF: ParameterNumber,,RELEVANT
single_line,CHECKSTYLE.ON: ParameterNumber,,RELEVANT
multi_line,Copyright (c) 2019 Helmut Neemann. Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Analyzes VGA signals,RELEVANT
multi_line,The terminal description,RELEVANT
multi_line,Creates a new instance  @param attr the attributes,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Classes needed to enter an expression and to create a circuit representing the expression,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Dialog to enter an expression. Creates a new frame with a circuit generated from the entered expression.,RELEVANT
multi_line,Creates a new instance  @param parent       the parent @param library      the library to use @param shapeFactory the shapeFactory used for new circuits @param baseFilename filename used as base for file operations,RELEVANT
multi_line,Copyright (c) 2020 Helmut Neemann. Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Panel used in the editor,RELEVANT
multi_line,The Id for the primary panel,RELEVANT
multi_line,The Id for the secondary panel,RELEVANT
multi_line,"Creates a new instance  @param id the panels id, used to identify the panel and as part of the language key",RELEVANT
multi_line,Moves to the next row,RELEVANT
multi_line,@return this panel wrapped with a scroll pane,RELEVANT
multi_line,@return the language key,RELEVANT
multi_line,Adds a component using the default constrains  @param component the components to add,RELEVANT
multi_line,Adds a component  @param component the components to add @param c         allows to modify the constraints,RELEVANT
multi_line,Adds a button  @param label  the label to use @param action the action to use,RELEVANT
multi_line,@return the panels id,RELEVANT
multi_line,The interface used to modify the constraints,RELEVANT
multi_line,Allows to modify the constraints  @param cb the default constraints @return the modified constraints,RELEVANT
single_line,can not happen because of writing to memory,,RELEVANT
single_line,can not happen because of writing to memory,,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Simple Dialog to show an elements help text. <p/>,RELEVANT
multi_line,Creates a new instance  @param parent            the parents frame @param elementType       the type of the element @param elementAttributes the attributes of this element @throws PinException  PinException @throws NodeException NodeException,RELEVANT
multi_line,Creates a new instance  @param parent            the parents frame @param elementType       the type of the element @param elementAttributes the attributes of this element @param showKeys          shows the key strings @throws PinException  PinException @throws NodeException NodeException,RELEVANT
multi_line,Creates a new instance  @param parent       the parents dialog @param library      the elements library @param shapeFactory the shape factory used to create the PNGs @throws PinException  PinException @throws NodeException NodeException,RELEVANT
multi_line,Creates a full HTML documentation of all elements  @param library      the library which parts are documented @param imageHandler the imageHandler creates the url to get the image representing a concrete part @throws IOException   IOException @throws PinException  PinException @throws NodeException NodeException,RELEVANT
multi_line,Creates a detailed human readable description of this element  @param et                the element to describe @param elementAttributes the actual attributes of the element to describe,RELEVANT
multi_line,Adds the description of the given element to the given StringBuilder.  @param w                 the StringBuilder to use @param et                the element to describe @param elementAttributes the actual attributes of the element to describe @throws IOException   IOException @throws PinException  PinException @throws NodeException NodeException,RELEVANT
multi_line,@return factory which catches 'image' protocol requests to deliver images via an URL.,RELEVANT
multi_line,Writes the html documentation to a file  @param targetPath the target folder to store the documentation @param library    the library to use @throws IOException   IOException @throws PinException  PinException @throws NodeException NodeException,RELEVANT
single_line,can not happen! Scaling is never zero!,,RELEVANT
multi_line,Copyright (c) 2019 Helmut Neemann. Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,A scroll panel used by the circuit component,RELEVANT
multi_line,Creates a new instance  @param circuitComponent the circuit component to use,RELEVANT
multi_line,Updates the transformation  @param transform the transform,RELEVANT
multi_line,@return the width of the bars,RELEVANT
multi_line,Copyright (c) 2017 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Classes implementing a tree selector component,RELEVANT
single_line,open first child,,RELEVANT
multi_line,Copyright (c) 2017 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Tree to select items,RELEVANT
multi_line,Create a new instance  @param model         the model to use @param component     the component to insert the components to @param shapeFactory  the shape factory @param insertHistory the insert history,RELEVANT
multi_line,Sets a new model to this SelectTree.  @param newModel the new model,RELEVANT
multi_line,Copyright (c) 2017 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,TreeModel based on a {@link ElementLibrary},RELEVANT
multi_line,Creates a new library tree model  @param library the library,RELEVANT
multi_line,Creates a new library tree model  @param library the library @param filter  used to filter library entries,RELEVANT
multi_line,Called to detach the model from the library,RELEVANT
multi_line,@return the parent of the first leave,RELEVANT
multi_line,@return true if this model is filtered,RELEVANT
multi_line,filter interface,RELEVANT
multi_line,Returns true if the node should be shown in the tree  @param node the node @return true if visible,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Classes to show the terminal window,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Component which represents a text terminal.,RELEVANT
multi_line,The terminal description,RELEVANT
multi_line,Creates a new terminal instance  @param attributes the attributes,RELEVANT
multi_line,@return the terminal interface,RELEVANT
multi_line,sets the terminal interface  @param terminal the terminal interface for this terminal to use,RELEVANT
multi_line,@return the terminal label,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,The dialog which shows the terminal,RELEVANT
multi_line,Creates a new GUI terminal  @param model the model @param attr  the terminals attributes @return the terminal interface,RELEVANT
multi_line,Creates a new instance  @param parent the parent window @param attr   the terminals attributes,RELEVANT
multi_line,Adds a char to the terminal dialog  @param value the character,RELEVANT
multi_line,Copyright (c) 2020 Helmut Neemann. Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,A terminal implementation,RELEVANT
multi_line,Adds a char to the terminal dialog  @param value the character,RELEVANT
multi_line,@return the text shown,RELEVANT
multi_line,Copyright (c) 2018 Helmut Neemann. Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Used to delete a char in a string and keep track of the cursor position,RELEVANT
multi_line,Creaztes a new instance  @param text the text @param pos  the cursor position,RELEVANT
multi_line,@return the text,RELEVANT
multi_line,@return the cursor position,RELEVANT
multi_line,deletes the last char  @return this for chained calls,RELEVANT
multi_line,Copyright (c) 2020 Helmut Neemann. Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Simple termianl to print to console,RELEVANT
multi_line,Max amount of characters stored,RELEVANT
multi_line,Creates a new instance,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,The Keyboard component,RELEVANT
multi_line,The keyboard description,RELEVANT
multi_line,Creates a new terminal instance  @param attributes the attributes,RELEVANT
multi_line,Sets the keyboard interface  @param keyboardInterface the keyboard interface,RELEVANT
multi_line,@return the keyboard label,RELEVANT
multi_line,The keyboard interface,RELEVANT
multi_line,"@return a char or 0 if no char available, does not remove the char",RELEVANT
multi_line,removes the first char,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,A simple keyboard implementation,RELEVANT
multi_line,Create a new Instance  @param owner     the owner frame @param keyboard  the keyboard node which has opened this dialog @param modelSync used to access the model,RELEVANT
multi_line,Copyright (c) 2017 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,A modification on a wire The wire is identified by its position.,RELEVANT
multi_line,Creates a new instance  @param wire        the wire to modify @param description description of modification,RELEVANT
multi_line,Returns the wire to modify  @param circuit the circuit to modify @return the wire to modify @throws ModifyException ModifyException,RELEVANT
multi_line,Copyright (c) 2017 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Modifier to delete a wire,RELEVANT
multi_line,Creates a new instance  @param wire       the wire to delete,RELEVANT
multi_line,Copyright (c) 2017 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Modifier to move a selection,RELEVANT
multi_line,Create a new instance  @param min               the upper left corner @param max               the lower right corner @param accumulatedDelta  the translation @param accumulatedRotate the rotation @param center            the center of the selection rectangle,RELEVANT
multi_line,Rotates the given elements  @param elements the elements to rotate @param center   the center position,RELEVANT
multi_line,Copyright (c) 2017 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Classes to implement the events used by the event sourcing system.,RELEVANT
multi_line,Copyright (c) 2017 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Modifies the measurement ordering,RELEVANT
multi_line,Creates a new instance  @param names the new ordering,RELEVANT
multi_line,Copyright (c) 2017 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Sets all attributes of an element,RELEVANT
multi_line,Creates a new instance  @param ve       the element to modify @param modified the new attributes,RELEVANT
multi_line,Copyright (c) 2017 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Modifier to move a wire,RELEVANT
multi_line,Create a new instance  @param wire    the wire to modify @param newWire the new wire,RELEVANT
multi_line,Copyright (c) 2017 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Modifies an attribute.  @param <VALUE> the used value type,RELEVANT
multi_line,Creates a new instance  @param ve    the visual element to modify @param key   the key to modify @param value the new value,RELEVANT
multi_line,"@return the modified value, only used in some tests",RELEVANT
multi_line,Copyright (c) 2020 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Modifier to insert a list of wires.,RELEVANT
multi_line,Creates a simplified modification.  @param newWires the wires to insert @return the modification,RELEVANT
multi_line,Creates a new instance  @param newWires the wire to insert,RELEVANT
multi_line,Copyright (c) 2017 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Modifier which deletes an element,RELEVANT
multi_line,The element to delete  @param ve         the visual element,RELEVANT
multi_line,Copyright (c) 2017 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Sets all attributes of a circuit,RELEVANT
multi_line,Creates a new instance  @param attributes the attributes to set,RELEVANT
multi_line,Copyright (c) 2017 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Modifier to insert a wire.,RELEVANT
multi_line,Creates a new instance  @param w the wire to insert,RELEVANT
multi_line,@return null if this is a wire with zero length,RELEVANT
multi_line,Copyright (c) 2017 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,A modification on a visual element. The element is identified by its position and name.,RELEVANT
multi_line,Creates a new instance  @param ve          the element to modify @param description description,RELEVANT
multi_line,Creates a translated name of the given element  @param ve the element @return translated name,RELEVANT
multi_line,Returns the element which is to modify  @param circuit the circuit @return the element to modify @throws ModifyException ModifyException,RELEVANT
multi_line,Copyright (c) 2017 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Modifier to insert an element,RELEVANT
multi_line,Creates a new instance  @param element the element to insert,RELEVANT
multi_line,Copyright (c) 2017 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Modifier to move and rotate a single visual element,RELEVANT
multi_line,Create a new instance  @param ve       the visual Element @param pos      the new position @param rotation the new rotation,RELEVANT
multi_line,Copyright (c) 2017 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Modifier to delete all elements in a given rectangle,RELEVANT
multi_line,Creates a new instance  @param min the upper left corner @param max the lower right corner,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Shows a list of items. Its a kind of a quick selection mode. The user can press ESC to make no selection or move the cursor and select an item by pressing ENTER.  @param <T> the type of the items,RELEVANT
multi_line,Creates an new instance  @param parent the parent frame @param items  the list of items,RELEVANT
multi_line,Creates an new instance  @param parent the parent frame @param title  title of the dialog @param items  the list of items,RELEVANT
multi_line,Shows the modal dialog  @return true if user has a selection made,RELEVANT
multi_line,@return return the selected item,RELEVANT
multi_line,Selects an entry  @return the selected entry or null if nothing selected,RELEVANT
multi_line,Copyright (c) 2017 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,ExpressionListenerStore stores the generated expressions for later use. <p>,RELEVANT
multi_line,Creates a new instance  @param parent the {@link ExpressionListener} which is to fill,RELEVANT
multi_line,Puts the results to the given listener  @param listener the listener to fill @throws FormatterException  FormatterException @throws ExpressionException ExpressionException,RELEVANT
multi_line,@return the first found expression,RELEVANT
multi_line,@return the list of al results,RELEVANT
multi_line,Container for the stored expressions,RELEVANT
multi_line,@return the expressions name,RELEVANT
multi_line,@return the expression,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,"If there are more than one solution for a truth table expression, this Listener checks all for the complexity of the JK expressions. The solution with the simplest JK expressions is chosen and reported to the parent listener. All other expressions are discarded. <p> Created by helmut.neemann on 01.12.2016.",RELEVANT
multi_line,Created a new instance  @param parent the parent expresson listener,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Classes to visualize a truth table,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Interface used by the {@link ExpressionCreator} to deliver the found expressions.,RELEVANT
multi_line,Method to overload to handle all found solutions  @param name       the results name @param expression the calculated expressdion @throws FormatterException  FormatterException @throws ExpressionException ExpressionException,RELEVANT
multi_line,Called if last expression was created  @throws FormatterException  FormatterException @throws ExpressionException ExpressionException,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,The dialog used to show the truth table.,RELEVANT
multi_line,Opens the given file in a new dialog  @param file the file to open,RELEVANT
multi_line,Creates a new instance  @param parent     the parent frame @param truthTable the table to show @param library    the library to use @param filename   the file name used to create the names of the created files,RELEVANT
multi_line,Called if table was modified.,RELEVANT
multi_line,@return the used table model,RELEVANT
multi_line,@return the all solutions dialog,RELEVANT
multi_line,@return the undoManager,RELEVANT
multi_line,@return the last generated expressions,RELEVANT
single_line,can't happen because no columns are removed,,RELEVANT
single_line,can't happen because no columns are removed,,RELEVANT
multi_line,Copyright (c) 2018 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Handles reordering of the table columns by mouse drag and drop,RELEVANT
multi_line,creates a new instance  @param tableDialog the TableDialog instance @param table       the table which is reordered,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Used to generate the expressions belonging to the given truth table,RELEVANT
multi_line,Creates a new instance  @param theTable the table to use,RELEVANT
multi_line,Creates the expressions  @param listener the listener to report the found expressions to @throws ExpressionException ExpressionException @throws FormatterException  FormatterException @throws AnalyseException    AnalyseException,RELEVANT
multi_line,Sets the progress listener to use  @param progressListener the progress listener @return this for chained calls,RELEVANT
multi_line,Listener used to monitor the progress,RELEVANT
multi_line,Called if a equation is calculated,RELEVANT
multi_line,Called if all equations are calculated,RELEVANT
multi_line,Copyright (c) 2019 Helmut Neemann. Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Copyright (c) 2017 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Checks the created results,RELEVANT
multi_line,Creates a new instance  @param listener  the listener to delegate the results to @param variables the variables used @param boolTable the booltable to check @throws ExpressionException ExpressionException,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Used to reorder the table outputs,RELEVANT
multi_line,Creates a new instance  @param table the original table @param names the new ordering,RELEVANT
multi_line,Creates a new instance  @param table the original table,RELEVANT
multi_line,@return the items to reorder,RELEVANT
multi_line,Creates a new table matching the actual state of the items  @throws ExpressionException ExpressionException,RELEVANT
multi_line,Copyright (c) 2020 Helmut Neemann. Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Formats expressions to plain text,RELEVANT
multi_line,Copyright (c) 2017 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Helper to fill the a {@link BuilderInterface} with pre calculated expressions stored in {@link ExpressionListenerStore} instance. <p>,RELEVANT
multi_line,Create a new instance  @param builder  the builder @param modifier the modifier tp modify the expression,RELEVANT
multi_line,Fills the builder  @param expressions the expressions to use @throws ExpressionException ExpressionException @throws FormatterException  FormatterException,RELEVANT
multi_line,Enables the usage of JK-Flipflops instead of D-Flipflops  @param useJKOptimizer true if use JK flipflops @return this for chained calls,RELEVANT
single_line,ignore on error,,RELEVANT
single_line,ignore on error,,RELEVANT
multi_line,Copyright (c) 2019 Helmut Neemann. Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Component to show an expression,RELEVANT
multi_line,Sets a single expression to visualize  @param expression the expression,RELEVANT
multi_line,Sets the expressions to visualize  @param expressions expressions,RELEVANT
multi_line,Updates the components size  @param gr the Graphics instance to use,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Expression listener which sends all result to its parent. If the expression is a state expression it creates the J and K control equations and also sends the calculated control expressions to its parent.,RELEVANT
multi_line,Creates a new instance  @param parent the parent ExpressionListener,RELEVANT
multi_line,"If the name belongs to a sequential state var, the state vars name is returned. Otherwise a null is returned  @param name the name of the variable @return the state variable or null",RELEVANT
multi_line,Copyright (c) 2019 Helmut Neemann. Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,A simple progress dialog which is used by the {@link ExpressionCreator},RELEVANT
multi_line,Create a new instance  @param tableDialog the table dialog,RELEVANT
multi_line,Copyright (c) 2018 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,New abstraction for hardware description generation,RELEVANT
multi_line,Copyright (c) 2018 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Generates a file. Used for JEDEC and TT2 generation,RELEVANT
multi_line,"Creates a new instance.  @param suffix      the file suffix @param factory     creates the ExpressionToFileExporter @param path        then menu path @param description the description, used as a tool tip",RELEVANT
multi_line,Factory to create a ExpressionToFileExporter,RELEVANT
multi_line,@return creates a new instance,RELEVANT
multi_line,Copyright (c) 2018 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Interface for hardware description functions,RELEVANT
multi_line,@return the gui menu path,RELEVANT
multi_line,"@return the description of the generator, used as a tool tip",RELEVANT
multi_line,"Creates the hardware description file.  @param parent      the parent jDialog @param circuitFile the circuit file, can be used as a file name base @param table       the truth table used @param expressions the expressions generated @throws Exception Exception",RELEVANT
multi_line,Copyright (c) 2018 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Creates CUPL code. The {@link GenerateFile} class is not usable for CUPL creation because CUPL files needed to be stored in a separate folder. Here you will find the creation of this new folder.,RELEVANT
multi_line,Creates e new instance  @param cuplExporterFactory the CUPL exporter @param menuPath            the gui menu path,RELEVANT
multi_line,Interface used to create a {@link CuplExporter},RELEVANT
multi_line,@return the created cupl exporter,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Used to reorder the table inputs,RELEVANT
multi_line,* Creates a new instance  @param table the original table @param names the new ordering,RELEVANT
multi_line,Creates a new instance  @param table the original table,RELEVANT
multi_line,@return the items to reorder,RELEVANT
multi_line,Creates a new table matching the actual state of the items  @throws ExpressionException ExpressionException,RELEVANT
multi_line,Copyright (c) 2016 Helmut Neemann Use of this source code is governed by the GPL v3 license that can be found in the LICENSE file.,COPYRIGHT
multi_line,Simple Dialog to show all possible functions of a truth table.,RELEVANT
